# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_upstream_gene_variant
RP11-74C13.3	ENSG00000230550	ENST00000433869	antisense	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
RP11-74C13.4	ENSG00000261065	ENST00000565388	antisense	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
RP11-74K19.1	ENSG00000235446	ENST00000439878	lincRNA	0	0	0	9	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0
RP11-759F5.1	ENSG00000236327	ENST00000441288	processed_pseudogene	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6
RP11-75C23.1	ENSG00000230260	ENST00000422250	antisense	0	0	0	11	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0
RP11-75I2.3	ENSG00000279333	ENST00000625140	TEC	0	0	0	11	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	7
RP11-763B22.11	ENSG00000278273	ENST00000615237	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-763B22.3	ENSG00000233586	ENST00000432512	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RP11-763B22.4	ENSG00000237343	ENST00000455105	lincRNA	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
RP11-763B22.6	ENSG00000235887	ENST00000456469	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
RP11-763B22.7	ENSG00000223495	ENST00000444165	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-767N6.2	ENSG00000234329	ENST00000437848	processed_pseudogene	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
RP11-767N6.7	ENSG00000230896	ENST00000430643	sense_intronic	0	0	0	10	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	6
RP11-76N22.1	ENSG00000230053	ENST00000415219	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RP11-776H12.1	ENSG00000226476	ENST00000439156	lincRNA	0	0	0	23	0	0	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0
RP11-776H12.1	ENSG00000226476	ENST00000634281	lincRNA	0	0	0	22	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0
RP11-776H12.1	ENSG00000226476	ENST00000634836	lincRNA	0	0	0	28	0	0	0	0	0	0	2	0	25	1	0	0	0	0	0	0	0	0	0
RP11-776H12.1	ENSG00000226476	ENST00000635048	lincRNA	0	0	0	25	0	0	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	2
RP11-776H12.1	ENSG00000226476	ENST00000635616	lincRNA	0	0	0	23	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
RP11-77M5.1	ENSG00000237756	ENST00000416401	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6
RP11-78B10.2	ENSG00000236911	ENST00000439443	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-78B10.2	ENSG00000236911	ENST00000596003	antisense	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
RP11-78B10.2	ENSG00000236911	ENST00000597497	antisense	0	0	0	14	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0
RP11-78B10.2	ENSG00000236911	ENST00000623503	antisense	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
RP11-78O9.1	ENSG00000233482	ENST00000439455	antisense	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
RP11-7G12.1	ENSG00000226292	ENST00000422100	processed_pseudogene	0	0	0	6	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2
RP11-7G12.2	ENSG00000271527	ENST00000605867	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RP11-7O11.3	ENSG00000237950	ENST00000412378	antisense	0	0	0	7	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0
RP11-7O11.3	ENSG00000237950	ENST00000445226	antisense	0	0	0	7	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0
RP11-7O11.3	ENSG00000237950	ENST00000446167	antisense	0	0	0	7	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0
RP11-807G9.2	ENSG00000241326	ENST00000413148	sense_intronic	0	0	0	12	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	5
RP11-80B9.1	ENSG00000226919	ENST00000413801	antisense	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RP11-80B9.4	ENSG00000230015	ENST00000431139	lincRNA	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7
RP11-810H18.1	ENSG00000225011	ENST00000515851	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
RP11-815M8.1	ENSG00000238042	ENST00000412445	lincRNA	0	0	0	27	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	9
RP11-815M8.1	ENSG00000238042	ENST00000433576	lincRNA	0	0	0	30	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	7
RP11-82H13.2	ENSG00000226970	ENST00000441775	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RP11-82K18.2	ENSG00000235308	ENST00000450381	processed_pseudogene	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
RP11-82L20.1	ENSG00000231985	ENST00000446438	antisense	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
RP11-82O2.2	ENSG00000271277	ENST00000603614	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-83A16.1	ENSG00000235096	ENST00000426386	antisense	0	0	0	7	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3
RP11-84A14.4	ENSG00000228150	ENST00000445884	sense_intronic	0	0	0	14	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	4
RP11-84A14.5	ENSG00000223989	ENST00000454104	antisense	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RP11-84A14.6	ENSG00000283611	ENST00000636827	unitary_pseudogene	0	0	0	19	0	0	0	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	3
RP11-84A19.2	ENSG00000203620	ENST00000453837	lincRNA	0	2	0	18	0	0	0	0	0	0	5	0	10	2	0	0	0	2	0	0	0	0	3
RP11-84A19.3	ENSG00000254545	ENST00000527035	antisense	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-84A19.4	ENSG00000269967	ENST00000602889	lincRNA	0	0	0	48	0	0	0	0	0	0	4	0	38	0	0	0	0	0	0	0	0	0	6
RP11-84D1.1	ENSG00000229162	ENST00000456316	antisense	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
RP11-84D1.2	ENSG00000261025	ENST00000568143	lincRNA	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6
RP11-84O12.2	ENSG00000213421	ENST00000455141	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RP11-84O12.3	ENSG00000224685	ENST00000435130	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RP11-85G21.1	ENSG00000228239	ENST00000449345	lincRNA	0	0	0	7	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0
RP11-85G21.2	ENSG00000237189	ENST00000434098	lincRNA	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RP11-85G21.3	ENSG00000271736	ENST00000607010	lincRNA	0	0	0	6	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	2
RP11-86H7.6	ENSG00000223675	ENST00000413541	lincRNA	0	0	0	8	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	2
RP11-87O11.1	ENSG00000224493	ENST00000440382	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-88H9.2	ENSG00000231437	ENST00000428461	lincRNA	0	0	0	8	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	3
RP11-88H9.2	ENSG00000231437	ENST00000438293	lincRNA	0	0	0	10	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	4
RP11-88H9.2	ENSG00000231437	ENST00000442751	lincRNA	0	0	0	8	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	3
RP11-8J9.5	ENSG00000236476	ENST00000419949	processed_pseudogene	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RP11-90C4.1	ENSG00000234810	ENST00000422374	lincRNA	0	0	0	43	0	0	0	0	0	0	1	0	42	0	0	0	0	0	0	0	0	0	0
RP11-90C4.1	ENSG00000234810	ENST00000424357	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
RP11-90C4.1	ENSG00000234810	ENST00000634769	lincRNA	0	0	0	63	0	0	0	0	0	0	1	0	62	0	0	0	0	0	0	0	0	0	0
RP11-90C4.2	ENSG00000230250	ENST00000458145	lincRNA	0	0	0	13	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	1
RP11-90C4.2	ENSG00000230250	ENST00000635532	lincRNA	0	0	0	13	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	1
RP11-90C4.3	ENSG00000233079	ENST00000455010	lincRNA	0	0	0	14	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	8
RP11-90L20.2	ENSG00000235121	ENST00000429443	antisense	0	0	0	23	0	0	0	0	0	0	3	0	18	0	0	0	0	0	0	0	0	0	2
RP11-90O23.1	ENSG00000236035	ENST00000451818	processed_pseudogene	0	0	0	14	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5
RP11-91A18.1	ENSG00000229032	ENST00000422551	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
RP11-91A18.4	ENSG00000223390	ENST00000425802	antisense	0	0	0	10	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	2
RP11-91I11.1	ENSG00000229067	ENST00000439897	processed_pseudogene	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-91K11.2	ENSG00000235434	ENST00000454736	antisense	0	0	0	6	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0
RP11-92G12.3	ENSG00000260088	ENST00000568695	lincRNA	1	1	0	41	0	0	0	0	0	0	2	0	36	0	0	1	0	1	0	0	0	0	5
RP11-92K2.2	ENSG00000231767	ENST00000443181	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
RP11-93G23.2	ENSG00000279324	ENST00000622945	TEC	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-93N20.1	ENSG00000229943	ENST00000438619	lincRNA	0	0	0	5	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1
RP11-94I2.4	ENSG00000274372	ENST00000614663	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-95P13.1	ENSG00000230024	ENST00000420762	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-95P13.2	ENSG00000238232	ENST00000458443	lincRNA	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-96K19.2	ENSG00000232811	ENST00000440689	antisense	0	0	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1
RP11-96K19.4	ENSG00000261654	ENST00000562952	sense_overlapping	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
RP11-96K19.5	ENSG00000273010	ENST00000609118	antisense	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
RP11-96L14.7	ENSG00000236782	ENST00000407889	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
RP11-96L14.7	ENSG00000236782	ENST00000414762	processed_transcript	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
RP11-96L14.7	ENSG00000236782	ENST00000433939	protein_coding	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
RP11-96L14.7	ENSG00000236782	ENST00000444682	processed_transcript	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
RP11-96L14.7	ENSG00000236782	ENST00000448923	protein_coding	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
RP11-96L14.8	ENSG00000282872	ENST00000634842	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4
RP11-96L14.8	ENSG00000282872	ENST00000635463	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4
RP11-978I15.10	ENSG00000236817	ENST00000435333	antisense	0	0	0	36	0	0	0	0	0	0	6	0	25	0	0	0	0	0	0	0	0	0	5
RP11-978I15.10	ENSG00000236817	ENST00000446347	antisense	0	0	0	35	0	0	0	0	0	0	6	0	25	0	0	0	0	0	0	0	0	0	4
RP11-97C18.1	ENSG00000225191	ENST00000441083	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-98D18.1	ENSG00000227045	ENST00000457548	antisense	0	0	0	19	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	12
RP11-98D18.15	ENSG00000269621	ENST00000601684	antisense	0	0	0	12	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	3
RP11-98D18.16	ENSG00000268288	ENST00000596133	antisense	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
RP11-98D18.17	ENSG00000269489	ENST00000601909	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RP11-98D18.2	ENSG00000232937	ENST00000420382	sense_intronic	0	0	0	12	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	7
RP11-98D18.3	ENSG00000249602	ENST00000512280	antisense	0	0	0	17	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	8
RP11-98D18.7	ENSG00000236940	ENST00000446084	processed_pseudogene	0	0	0	8	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1
RP11-98D18.9	ENSG00000203288	ENST00000389897	antisense	0	1	0	5	0	0	0	0	0	0	2	0	3	1	0	0	0	1	0	0	0	0	0
RP11-98D18.9	ENSG00000203288	ENST00000533481	antisense	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-98G13.1	ENSG00000237011	ENST00000447056	lincRNA	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-98G7.1	ENSG00000236947	ENST00000441085	lincRNA	0	0	0	9	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	1
RP11-98G7.1	ENSG00000236947	ENST00000452465	lincRNA	0	0	0	6	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1
RP11-99H8.1	ENSG00000226208	ENST00000423187	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
RP11-99J16__A.2	ENSG00000244137	ENST00000412344	antisense	0	0	0	61	0	0	0	0	0	0	2	0	59	0	0	0	0	0	0	0	0	0	0
RP11-99J16__A.2	ENSG00000244137	ENST00000428480	antisense	0	0	0	23	0	0	0	0	0	0	9	0	13	1	0	0	0	0	0	0	0	0	0
RP11-99J16__A.2	ENSG00000244137	ENST00000452640	antisense	0	0	0	23	0	0	0	0	0	0	9	0	13	1	0	0	0	0	0	0	0	0	0
RP11-9L18.2	ENSG00000215835	ENST00000400979	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	3
RP11-9L18.3	ENSG00000230898	ENST00000451784	sense_intronic	0	0	0	5	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1
RP13-15M17.1	ENSG00000231181	ENST00000435277	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
RP13-279N23.2	ENSG00000255275	ENST00000494072	nonsense_mediated_decay	0	0	0	74	1	0	0	0	0	0	6	0	65	1	0	0	0	0	0	0	0	0	1
RP13-392I16.1	ENSG00000235263	ENST00000441033	lincRNA	0	0	0	13	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	3
RP13-436F16.1	ENSG00000237058	ENST00000427302	antisense	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
RP13-614K11.2	ENSG00000226374	ENST00000425194	lincRNA	0	0	0	6	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	3
RP13-614K11.2	ENSG00000226374	ENST00000635127	lincRNA	0	0	0	7	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3
RP13-614K11.2	ENSG00000226374	ENST00000635247	lincRNA	0	0	0	7	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3
RP3-329E20.2	ENSG00000236936	ENST00000416959	antisense	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RP3-332O11.2	ENSG00000279061	ENST00000624123	TEC	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
RP3-333A15.1	ENSG00000235782	ENST00000426775	antisense	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
RP3-333A15.2	ENSG00000269933	ENST00000602605	sense_intronic	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP3-340N1.2	ENSG00000227066	ENST00000417884	lincRNA	0	0	0	9	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	6
RP3-340N1.2	ENSG00000227066	ENST00000431027	lincRNA	0	0	0	7	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4
RP3-340N1.6	ENSG00000228105	ENST00000435552	lincRNA	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RP3-342P20.2	ENSG00000228477	ENST00000438210	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RP3-357I16.1	ENSG00000231251	ENST00000442774	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RP3-380B4.1	ENSG00000229639	ENST00000448001	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP3-393B19.1	ENSG00000277513	ENST00000622380	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP3-395M20.12	ENSG00000272449	ENST00000606645	lincRNA	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP3-395M20.2	ENSG00000224387	ENST00000424657	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP3-395M20.3	ENSG00000229393	ENST00000442305	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP3-395M20.7	ENSG00000225931	ENST00000456687	TEC	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP3-395M20.8	ENSG00000238164	ENST00000416860	antisense	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP3-395M20.8	ENSG00000238164	ENST00000432521	antisense	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP3-395M20.8	ENSG00000238164	ENST00000443892	antisense	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP3-395M20.8	ENSG00000238164	ENST00000448624	antisense	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP3-395M20.8	ENSG00000238164	ENST00000449660	antisense	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP3-395M20.9	ENSG00000228037	ENST00000424215	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
RP3-419C19.2	ENSG00000226814	ENST00000429211	processed_pseudogene	0	0	0	9	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	5
RP3-419C19.3	ENSG00000228687	ENST00000454090	unprocessed_pseudogene	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
RP3-423B22.5	ENSG00000237749	ENST00000423216	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP3-426I6.2	ENSG00000231344	ENST00000446554	processed_pseudogene	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RP3-426I6.5	ENSG00000269971	ENST00000602607	sense_intronic	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
RP3-426I6.6	ENSG00000270031	ENST00000602843	sense_intronic	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
RP3-436N22.3	ENSG00000238272	ENST00000431459	antisense	0	0	0	35	0	0	0	0	0	0	5	0	25	0	0	0	0	0	0	0	0	0	5
RP3-437I16.1	ENSG00000230523	ENST00000417651	lincRNA	0	0	0	11	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	2
RP3-445O10.1	ENSG00000235089	ENST00000426688	processed_pseudogene	0	0	0	8	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0
RP3-453P22.2	ENSG00000237728	ENST00000411708	antisense	0	0	0	12	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	10
RP3-453P22.2	ENSG00000237728	ENST00000618051	antisense	0	0	0	13	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10
RP3-454G6.2	ENSG00000283683	ENST00000636697	protein_coding	0	0	0	16	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	3
RP3-454G6.2	ENSG00000283683	ENST00000636788	protein_coding	0	0	0	14	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	1
RP3-454G6.2	ENSG00000283683	ENST00000637303	protein_coding	0	0	0	22	0	0	0	0	0	0	3	0	16	0	0	0	0	0	0	0	0	0	3
RP3-454G6.2	ENSG00000283683	ENST00000637642	protein_coding	0	0	0	8	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	3
RP3-455J7.3	ENSG00000231029	ENST00000422817	processed_pseudogene	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
RP3-455J7.4	ENSG00000241666	ENST00000451992	antisense	0	0	0	20	0	0	0	0	0	0	7	0	1	1	0	0	0	0	0	0	0	0	11
RP3-465N24.5	ENSG00000261349	ENST00000566714	unprocessed_pseudogene	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RP3-465N24.6	ENSG00000272432	ENST00000607698	lincRNA	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
RP3-467K16.2	ENSG00000233485	ENST00000428747	antisense	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
RP3-467K16.4	ENSG00000228140	ENST00000427824	lincRNA	0	0	0	10	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	3
RP3-467K16.7	ENSG00000236045	ENST00000439788	antisense	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RP3-467L1.4	ENSG00000236266	ENST00000451646	antisense	0	0	0	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1
RP3-467L1.6	ENSG00000269925	ENST00000602406	sense_intronic	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
RP3-469D22.1	ENSG00000238084	ENST00000419297	processed_pseudogene	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
RP3-471M13.2	ENSG00000224000	ENST00000452366	lincRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RP3-476K8.3	ENSG00000225891	ENST00000423060	antisense	0	0	0	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6
RP3-476K8.4	ENSG00000223583	ENST00000446498	processed_pseudogene	0	0	0	13	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5
RP3-477M7.5	ENSG00000232208	ENST00000424862	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RP3-477M7.6	ENSG00000232663	ENST00000431968	processed_pseudogene	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
RP3-491M17.1	ENSG00000283356	ENST00000637697	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP3-510D11.2	ENSG00000234546	ENST00000412639	lincRNA	0	0	0	14	0	0	0	0	0	0	7	0	4	1	0	0	0	0	0	0	0	0	2
RP3-510D11.2	ENSG00000234546	ENST00000634966	lincRNA	0	0	0	10	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	2
